County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District Zip,District Enrollment as of Oct 2021,School Number,School Enrollment as of Oct 2021
'011,BASTROP COUNTY,'13,'13,'13,'011904,SMITHVILLE ISD,INDEPENDENT,'4840550,P O BOX 479,SMITHVILLE,78957-0479,1788,'011904041,392
'011,BASTROP COUNTY,'13,'13,'13,'011904,SMITHVILLE ISD,INDEPENDENT,'4840550,P O BOX 479,SMITHVILLE,78957-0479,1788,'011904101,635
'011,BASTROP COUNTY,'13,'13,'13,'011904,SMITHVILLE ISD,INDEPENDENT,'4840550,P O BOX 479,SMITHVILLE,78957-0479,1788,'011904102,191
'011,BASTROP COUNTY,'13,'13,'13,'011905,MCDADE ISD,INDEPENDENT,'4829760,P O BOX 400,MCDADE,78650-0400,319,'011905001,133
'011,BASTROP COUNTY,'13,'13,'13,'011905,MCDADE ISD,INDEPENDENT,'4829760,P O BOX 400,MCDADE,78650-0400,319,'011905011,0
'011,BASTROP COUNTY,'13,'13,'13,'011905,MCDADE ISD,INDEPENDENT,'4829760,P O BOX 400,MCDADE,78650-0400,319,'011905101,186
'012,BAYLOR COUNTY,'09,'09,'09,'012901,SEYMOUR ISD,INDEPENDENT,'4839780,409 W IDAHO ST,SEYMOUR,76380-1650,620,'012901001,164
'012,BAYLOR COUNTY,'09,'09,'09,'012901,SEYMOUR ISD,INDEPENDENT,'4839780,409 W IDAHO ST,SEYMOUR,76380-1650,620,'012901042,184
'012,BAYLOR COUNTY,'09,'09,'09,'012901,SEYMOUR ISD,INDEPENDENT,'4839780,409 W IDAHO ST,SEYMOUR,76380-1650,620,'012901101,272
'013,BEE COUNTY,'02,'02,'02,'013801,ST MARY'S ACADEMY CHARTER SCHOOL,CHARTER,'4800177,507 N FILMORE,BEEVILLE,78102,401,'013801101,401
'013,BEE COUNTY,'02,'02,'02,'013901,BEEVILLE ISD,INDEPENDENT,'4809720,201 N SAINT MARY'S ST,BEEVILLE,78102-4606,3010,'013901001,970
'013,BEE COUNTY,'02,'02,'02,'013901,BEEVILLE ISD,INDEPENDENT,'4809720,201 N SAINT MARY'S ST,BEEVILLE,78102-4606,3010,'013901041,784
'013,BEE COUNTY,'02,'02,'02,'013901,BEEVILLE ISD,INDEPENDENT,'4809720,201 N SAINT MARY'S ST,BEEVILLE,78102-4606,3010,'013901101,434
'013,BEE COUNTY,'02,'02,'02,'013901,BEEVILLE ISD,INDEPENDENT,'4809720,201 N SAINT MARY'S ST,BEEVILLE,78102-4606,3010,'013901102,529
'013,BEE COUNTY,'02,'02,'02,'013901,BEEVILLE ISD,INDEPENDENT,'4809720,201 N SAINT MARY'S ST,BEEVILLE,78102-4606,3010,'013901105,293
'013,BEE COUNTY,'02,'03,'02,'013902,PAWNEE ISD,INDEPENDENT,'4834410,P O BOX 569,PAWNEE,78145-0569,498,'013902101,498
'013,BEE COUNTY,'02,'02,'02,'013903,PETTUS ISD,INDEPENDENT,'4834770,P O BOX D,PETTUS,78146-1149,379,'013903001,197
'013,BEE COUNTY,'02,'02,'02,'013903,PETTUS ISD,INDEPENDENT,'4834770,P O BOX D,PETTUS,78146-1149,379,'013903101,182
'013,BEE COUNTY,'02,'03,'02,'013905,SKIDMORE-TYNAN ISD,INDEPENDENT,'4840410,224 W MAIN ST,SKIDMORE,78389,786,'013905001,239
'013,BEE COUNTY,'02,'03,'02,'013905,SKIDMORE-TYNAN ISD,INDEPENDENT,'4840410,224 W MAIN ST,SKIDMORE,78389,786,'013905041,179
'013,BEE COUNTY,'02,'03,'02,'013905,SKIDMORE-TYNAN ISD,INDEPENDENT,'4840410,224 W MAIN ST,SKIDMORE,78389,786,'013905101,368
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801001,146
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801002,318
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801004,147
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801005,160
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801006,179
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801007,199
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801008,182
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801009,116
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,13003 JONES MALTSBERGER RD,SAN ANTONIO,78247,1591,'014801010,144
'014,BELL COUNTY,'12,'12,'12,'014803,PRIORITY CHARTER SCHOOLS,CHARTER,'4800076,275 FM 2483,MORGANS POINT RESORT,76513,836,'014803002,123
'014,BELL COUNTY,'12,'12,'12,'014803,PRIORITY CHARTER SCHOOLS,CHARTER,'4800076,275 FM 2483,MORGANS POINT RESORT,76513,836,'014803003,246
'014,BELL COUNTY,'12,'12,'12,'014803,PRIORITY CHARTER SCHOOLS,CHARTER,'4800076,275 FM 2483,MORGANS POINT RESORT,76513,836,'014803004,157
'014,BELL COUNTY,'12,'12,'12,'014803,PRIORITY CHARTER SCHOOLS,CHARTER,'4800076,275 FM 2483,MORGANS POINT RESORT,76513,836,'014803101,310
'014,BELL COUNTY,'12,'12,'12,'014804,ORENDA CHARTER SCHOOL,CHARTER,'4800235,2951 WILLIAMS DR,GEORGETOWN,78628,1907,'014804002,64
'014,BELL COUNTY,'12,'12,'12,'014804,ORENDA CHARTER SCHOOL,CHARTER,'4800235,2951 WILLIAMS DR,GEORGETOWN,78628,1907,'014804005,78
'014,BELL COUNTY,'12,'12,'12,'014804,ORENDA CHARTER SCHOOL,CHARTER,'4800235,2951 WILLIAMS DR,GEORGETOWN,78628,1907,'014804006,1534
'014,BELL COUNTY,'12,'12,'12,'014804,ORENDA CHARTER SCHOOL,CHARTER,'4800235,2951 WILLIAMS DR,GEORGETOWN,78628,1907,'014804007,106
'014,BELL COUNTY,'12,'12,'12,'014804,ORENDA CHARTER SCHOOL,CHARTER,'4800235,2951 WILLIAMS DR,GEORGETOWN,78628,1907,'014804008,125
'014,BELL COUNTY,'12,'12,'12,'014901,ACADEMY ISD,INDEPENDENT,'4807470,704 E MAIN ST,LITTLE RIVER,76554-9801,1759,'014901001,495
'014,BELL COUNTY,'12,'12,'12,'014901,ACADEMY ISD,INDEPENDENT,'4807470,704 E MAIN ST,LITTLE RIVER,76554-9801,1759,'014901005,0
'014,BELL COUNTY,'12,'12,'12,'014901,ACADEMY ISD,INDEPENDENT,'4807470,704 E MAIN ST,LITTLE RIVER,76554-9801,1759,'014901041,415
'014,BELL COUNTY,'12,'12,'12,'014901,ACADEMY ISD,INDEPENDENT,'4807470,704 E MAIN ST,LITTLE RIVER,76554-9801,1759,'014901042,0
'014,BELL COUNTY,'12,'12,'12,'014901,ACADEMY ISD,INDEPENDENT,'4807470,704 E MAIN ST,LITTLE RIVER,76554-9801,1759,'014901101,388
'014,BELL COUNTY,'12,'12,'12,'014901,ACADEMY ISD,INDEPENDENT,'4807470,704 E MAIN ST,LITTLE RIVER,76554-9801,1759,'014901102,461
'014,BELL COUNTY,'13,'13,'12,'014902,BARTLETT ISD,INDEPENDENT,'4809540,P O BOX 170,BARTLETT,76511-0170,395,'014902001,395
'014,BELL COUNTY,'13,'13,'12,'014902,BARTLETT ISD,INDEPENDENT,'4809540,P O BOX 170,BARTLETT,76511-0170,395,'014902002,0
'014,BELL COUNTY,'13,'13,'12,'014902,BARTLETT ISD,INDEPENDENT,'4809540,P O BOX 170,BARTLETT,76511-0170,395,'014902003,0
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903001,2554
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903005,0
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903006,0
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903010,1593
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903025,0
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903043,818
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903044,666
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903045,891
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903046,719
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903102,228
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903103,276
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903104,401
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903108,688
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903109,627
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903111,630
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903116,734
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903117,628
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903118,877
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903119,441
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,76513-0269,13326,'014903120,555
'014,BELL COUNTY,'12,'12,'12,'014905,HOLLAND ISD,INDEPENDENT,'4823370,P O BOX 217,HOLLAND,76534-0217,657,'014905001,210
'014,BELL COUNTY,'12,'12,'12,'014905,HOLLAND ISD,INDEPENDENT,'4823370,P O BOX 217,HOLLAND,76534-0217,657,'014905003,0
'014,BELL COUNTY,'12,'12,'12,'014905,HOLLAND ISD,INDEPENDENT,'4823370,P O BOX 217,HOLLAND,76534-0217,657,'014905004,0
'014,BELL COUNTY,'12,'12,'12,'014905,HOLLAND ISD,INDEPENDENT,'4823370,P O BOX 217,HOLLAND,76534-0217,657,'014905041,135
'014,BELL COUNTY,'12,'12,'12,'014905,HOLLAND ISD,INDEPENDENT,'4823370,P O BOX 217,HOLLAND,76534-0217,657,'014905101,312
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906001,2187
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906002,2658
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906003,0
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906004,135
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906006,355
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906007,2677
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906008,2259
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906009,48
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906013,1001
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906015,0
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906022,-1
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906026,-1
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906043,785
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906044,660
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906046,613
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906048,835
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906049,800
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906050,735
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906051,646
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906052,802
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906053,1014
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906054,1357
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906055,1132
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906100,20
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906105,673
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906108,803
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906109,529
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906115,604
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906116,561
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906119,629
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906120,754
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906121,829
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906122,892
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906123,666
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906124,599
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906125,629
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906126,622
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906127,769
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906128,534
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906129,616
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906130,631
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906131,816
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906132,690
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906133,831
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906135,882
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906136,973
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906137,595
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906138,825
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906139,770
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906140,969
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906141,695
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906142,1023
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906143,1036
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906144,1005
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,76540-0967,43882,'014906145,695
'014,BELL COUNTY,'12,'12,'12,'014907,ROGERS ISD,INDEPENDENT,'4837710,1 EAGLE DR,ROGERS,76569-9998,896,'014907001,294
'014,BELL COUNTY,'12,'12,'12,'014907,ROGERS ISD,INDEPENDENT,'4837710,1 EAGLE DR,ROGERS,76569-9998,896,'014907041,-1
'014,BELL COUNTY,'12,'12,'12,'014907,ROGERS ISD,INDEPENDENT,'4837710,1 EAGLE DR,ROGERS,76569-9998,896,'014907042,0
'014,BELL COUNTY,'12,'12,'12,'014907,ROGERS ISD,INDEPENDENT,'4837710,1 EAGLE DR,ROGERS,76569-9998,896,'014907043,-1
'014,BELL COUNTY,'12,'12,'12,'014907,ROGERS ISD,INDEPENDENT,'4837710,1 EAGLE DR,ROGERS,76569-9998,896,'014907102,404
'014,BELL COUNTY,'12,'12,'12,'014908,SALADO ISD,INDEPENDENT,'4838580,P O BOX 98,SALADO,76571-0098,2242,'014908001,676
'014,BELL COUNTY,'12,'12,'12,'014908,SALADO ISD,INDEPENDENT,'4838580,P O BOX 98,SALADO,76571-0098,2242,'014908002,0
'014,BELL COUNTY,'12,'12,'12,'014908,SALADO ISD,INDEPENDENT,'4838580,P O BOX 98,SALADO,76571-0098,2242,'014908005,5
'014,BELL COUNTY,'12,'12,'12,'014908,SALADO ISD,INDEPENDENT,'4838580,P O BOX 98,SALADO,76571-0098,2242,'014908042,544
'014,BELL COUNTY,'12,'12,'12,'014908,SALADO ISD,INDEPENDENT,'4838580,P O BOX 98,SALADO,76571-0098,2242,'014908102,1017
'014,BELL COUNTY,'12,'12,'12,'014908,SALADO ISD,INDEPENDENT,'4838580,P O BOX 98,SALADO,76571-0098,2242,'014908103,0
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909002,2254
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909005,74
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909006,-1
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909008,110
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909041,532
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909042,638
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909044,643
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909101,393
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909102,324
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909107,513
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909110,462
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909111,755
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909114,432
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909116,510
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909117,407
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909118,394
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,76503-0788,8445,'014909198,-1
'014,BELL COUNTY,'12,'12,'12,'014910,TROY ISD,INDEPENDENT,'4843260,P O BOX 409,TROY,76579-0409,1637,'014910001,454
'014,BELL COUNTY,'12,'12,'12,'014910,TROY ISD,INDEPENDENT,'4843260,P O BOX 409,TROY,76579-0409,1637,'014910041,412
'014,BELL COUNTY,'12,'12,'12,'014910,TROY ISD,INDEPENDENT,'4843260,P O BOX 409,TROY,76579-0409,1637,'014910042,0
'014,BELL COUNTY,'12,'12,'12,'014910,TROY ISD,INDEPENDENT,'4843260,P O BOX 409,TROY,76579-0409,1637,'014910101,355
'014,BELL COUNTY,'12,'12,'12,'014910,TROY ISD,INDEPENDENT,'4843260,P O BOX 409,TROY,76579-0409,1637,'014910103,416
'015,BEXAR COUNTY,'20,'20,'20,'015801,POR VIDA ACADEMY,CHARTER,'4800004,1135 MISSION RD,SAN ANTONIO,78210-4598,124,'015801001,83
'015,BEXAR COUNTY,'20,'20,'20,'015801,POR VIDA ACADEMY,CHARTER,'4800004,1135 MISSION RD,SAN ANTONIO,78210-4598,124,'015801002,41
'015,BEXAR COUNTY,'20,'20,'20,'015802,GEORGE GERVIN ACADEMY,CHARTER,'4800014,6944 SUNBELT DR S,SAN ANTONIO,78218-3336,776,'015802001,707
'015,BEXAR COUNTY,'20,'20,'20,'015802,GEORGE GERVIN ACADEMY,CHARTER,'4800014,6944 SUNBELT DR S,SAN ANTONIO,78218-3336,776,'015802004,69
'015,BEXAR COUNTY,'20,'20,'20,'015805,NEW FRONTIERS PUBLIC SCHOOLS INC,CHARTER,'4800061,901 NE LOOP 410 STE 711,SAN ANTONIO,78209,149,'015805001,149
'015,BEXAR COUNTY,'20,'20,'20,'015805,NEW FRONTIERS PUBLIC SCHOOLS INC,CHARTER,'4800061,901 NE LOOP 410 STE 711,SAN ANTONIO,78209,149,'015805002,0
'015,BEXAR COUNTY,'20,'20,'20,'015805,NEW FRONTIERS PUBLIC SCHOOLS INC,CHARTER,'4800061,901 NE LOOP 410 STE 711,SAN ANTONIO,78209,149,'015805041,0
